timestamp,hostname,cpu_percent,mem_total_gb,mem_dispo_gb,mem_percent,disk_root_percent
2025-11-19T14:56:43.317652,Victor,10.0,15.366016387939453,4.7897491455078125,68.8,89.7
2025-11-19T14:57:07.422719,Victor,13.4,15.366016387939453,4.756343841552734,69.0,89.7
2025-11-19T15:00:19.798855,Victor,9.5,15.366016387939453,4.766059875488281,69.0,89.7
2025-11-19T15:15:20.462761,Victor,12.9,15.366016387939453,3.408557891845703,77.8,89.8
2025-11-20T15:20:31.202168,Victor,17.3,15.366016387939453,5.853233337402344,61.9,92.0
